director_id,movie_id
3317,4291
186758,20718
1188,113
100890,28476
100891,28476
7767,5916
2087,26234
26875,12205
39012,27804
1096377,46187
10001,3001
4955,39434
58614,105130
8636,166472
18579,11574
17494,32450
65401,62383
1032,203
9182,38749
9054,29740
17784,10652
74643,34288
112249,34288
30422,26268
3632,33632
53212,25853
66086,68430
605481,43001
6349,42201
4617,316
102429,3072
64883,10355
14520,14554
65242,87677
3395,250
51572,19086
1723,15392
21792,43267
123558,41277
97847,108059
3224,42013
9181,54715
9076,631
26959,25504
8843,23855
15389,1786
228568,51182
1018069,45042
21475,210937
63943,16219
126774,15824
553709,14258
41704,48385
102429,27545
89157,22718
12715,39844
48805,39844
27920,16914
18392,43011
17282,11315
14353,35987
16888,29146
19744,36751
64950,36751
21869,28758
13980,29592
4415,439
12178,823
5707,20289
4109,16905
21440,11417
12677,11548
10076,38291
94218,41204
97202,20532
15389,2546
133259,42791
29646,22522
2746,40478
15189,5165
4590,5722
11983,5544
68,19128
97202,14696
40542,51515
11528,56167
11983,4781
4109,32652
4065,4909
34740,56135
4109,27115
120218,38348
8482,35280
108523,21375
11161,19185
8500,73194
94218,28257
32427,20643
143385,22596
143561,22596
68,36786
15378,28916
1903,27459
793,4497
19224,33560
5058,25224
1776,42728
608,15371
15254,11044
26875,39983
29595,31526
14643,31623
78021,27601
67767,16214
41040,5071
9789,41662
40192,95015
67426,95015
95293,33738
1418,17346
139002,17346
209970,17346
1002594,17346
40378,18274
58729,13763
6818,67217
12840,10498
27236,24731
37626,11796
70308,31675
37577,4507
8635,34847
131405,34847
51875,32303
11118,4879
5026,24774
20237,41779
32134,61048
3239,1994
20370,1994
2000,42814
3317,870
19606,96255
15378,25495
67426,26319
19304,45938
21958,15573
30008,41059
3146,39871
64114,10178
37846,16391
68424,16391
10076,42997
14773,10734
12238,10949
79925,258236
5524,809
12079,809
12080,809
6046,435
1201,4599
73832,12657
16214,28219
7017,59210
74259,13193
6011,24190
11218,673
16938,16617
3317,246
28239,2789
18357,8920
7908,9890
26882,26886
137392,26254
183760,26254
53925,8193
8965,47821
19798,26142
12804,42122
16730,65137
95293,27017
113799,35151
55299,21544
89749,43846
67451,40894
69801,11546
114269,59427
8328,18387
9789,71125
1278762,34748
1095994,132725
18378,26331
33405,41774
1744,52959
34740,24004
33317,46976
81930,17481
13663,52560
1744,42658
97017,27118
6648,18333
18854,42345
93975,18398
151135,54800
33062,20849
57865,57544
10790,53779
143558,16661
143559,16661
93906,80708
7145,76516
183,33441
16136,33441
83762,33441
110676,33441
110679,33441
110684,33441
110687,33441
1382280,33441
1550028,33441
57359,47819
30696,21793
93905,18712
12327,831
38507,10484
9054,37658
3632,26516
72402,110598
1131742,10573
1036428,113290
95456,26451
93025,111605
108914,54568
10001,28571
80570,27686
33026,123665
82413,123665
1744,43336
19606,62000
57492,9372
9054,41495
14567,52362
9956,662
93911,41799
8636,49633
29962,43805
30252,16559
129482,44695
76978,31217
7324,8341
100131,36488
69392,19414
110588,60595
8823,15794
261224,13188
30365,12651
13563,886
884,9791
98199,27554
15389,26973
30561,38582
57895,9542
21506,17820
70862,26175
6400,31146
20025,20506
21183,37696
1496,136
13848,47653
14639,10970
37846,28162
68424,28162
84034,42812
52094,28159
1103,20676
29595,3019
13953,29353
14643,17761
83413,20277
57370,10204
17281,3515
57633,9472
488,594
56474,8981
35689,12153
20133,1944
11151,11036
2352,1997
11472,15237
65879,205481
69938,11572
69940,11572
64114,19096
940694,72096
10790,11939
2765,47555
101767,24236
74631,80218
47773,26520
76381,43897
144195,29456
60220,21386
586015,24908
57022,9256
1152,25783
56501,8991
56502,8991
80609,44691
90037,23378
15872,3293
69359,36947
125677,36947
13980,54028
82171,17645
8300,10448
14643,57684
37852,61487
20640,14365
222545,29383
59023,10606
133259,42988
15521,16136
71338,58669
10930,42407
1927,6081
23945,12577
22676,36561
33405,49814
4109,13696
142865,44494
11147,15484
22987,36672
23945,2330
21647,2334
238714,64204
238716,64204
40333,13398
19069,2912
8635,701
10516,701
1895,10631
83399,43466
12300,2202
577599,76076
1201,10780
32133,3484
32134,3484
76381,19590
90522,23724
2765,26596
1112916,44925
793,29264
57851,33994
17087,1777
64061,11584
60168,9901
90641,202475
5629,26811
120937,38631
120938,38631
1151553,54022
91343,23522
43526,207625
1723,22094
1107939,161080
14692,11884
29765,21871
45572,30876
7623,558
141007,48732
564,80
639,10742
20907,9477
55710,8699
54597,9893
68770,11247
21085,2048
5872,436
8823,61391
51677,18643
37526,67297
37915,31948
39996,43004
133259,45793
116133,46495
2090,45874
37360,65994
28904,19014
1126,10754
40199,30054
64099,36630
6295,39770
113601,36627
8500,11897
19093,11897
37360,11897
70862,11897
9049,43443
150347,54300
39009,58925
25598,2502
4586,314
50460,18923
84552,146373
19450,5228
68,12206
587376,16539
46712,75046
81165,74012
41285,26126
19328,15876
52194,26300
11431,68064
33377,68064
73150,12625
19328,45520
151162,46767
10346,55848
46611,42525
40378,43417
10346,15244
12733,62395
9894,42737
104583,47615
64114,39209
110496,20876
9577,24559
23724,78208
50300,43786
8500,72613
108987,43787
94880,27437
190,40374
78996,20316
1035,41925
71943,259389
76981,22871
102709,37019
20213,18190
131122,71786
563813,71786
563814,71786
2261,42347
1749,39140
18592,69903
20921,69903
82335,219345
1614225,41890
87565,27307
9198,36709
83399,32294
100131,41463
35318,19051
4109,43485
33883,51997
8636,43885
99032,112969
37361,62694
34751,43785
64877,53287
93587,29584
27846,32644
212687,89482
15127,1040
51373,42604
197458,24214
19304,5122
5629,42469
10249,119623
133635,1783
6593,10910
30309,17238
1011158,22156
73256,26814
33883,43116
2778,39269
18335,99859
3776,31522
5970,47796
5026,26893
13488,69035
234844,73621
19032,22976
19093,55441
18907,45608
27991,21619
44765,9680
12329,42801
73153,12627
129692,86404
86004,18671
1744,17218
1285799,41316
1437435,41316
7501,5179
1032,53198
151502,65156
1077512,42593
3151,76002
25558,64868
82255,52741
25558,15081
83413,21147
51313,64877
1125474,147169
80727,16703
25165,20298
50300,19974
5029,22112
35318,4201
205298,39868
25165,20408
18854,13580
25165,18706
25165,34327
24939,43013
34262,38505
55189,41940
25165,20417
25950,14652
29504,69526
16294,14462
2388,14623
11614,6947
5367,401
95501,50247
25161,46326
152275,35780
152275,25361
2226,45522
31493,23750
64423,45509
50757,44289
25236,25536
82796,38837
55251,23305
10586,17768
1418,27375
1477,27375
139002,27375
638,1538
42274,14846
172,2577
3111,52936
14875,46884
81107,33333
19069,41975
80651,16606
19069,60760
56591,11282
1201,11130
143284,14389
4014,395
67941,11052
240295,60015
96166,23601
32593,10762
16938,11026
82800,18693
37876,45598
82800,8745
82800,45335
82800,18690
16002,7506
152646,65596
128947,36912
39743,46081
171170,40087
17386,46831
51962,20120
4112,22543
94787,44415
56998,11237
17279,8080
77305,14797
6495,11632
302339,18475
1216735,15644
2291,11208
224214,24079
1032,16153
10051,13559
1032,42694
486,32298
1216741,66566
55259,124029
1126,42164
1126,124
57895,29979
21037,41762
4415,12548
21037,33345
38250,19893
12964,42264
3632,11387
18878,104659
82579,24924
82579,17994
67753,75759
14875,60437
33008,49069
12698,31117
4755,9759
17649,1577
119665,14198
1157339,288952
80215,16232
41378,5137
33315,11823
6295,2003
72624,18804
2178,13969
52629,10145
2689,26486
10367,13702
8574,1653
11090,747
90522,84214
18854,84655
83399,23627
88939,26230
256221,26230
39996,4176
39012,11177
37362,43839
2087,26690
29646,35101
67411,10905
19244,18196
89157,70345
57447,88174
944544,132422
19800,42215
94218,43105
51521,71140
86250,27816
86250,27815
20412,12707
129992,43657
51767,43117
65843,47446
793,54979
1035,42172
135650,42600
29626,47825
16187,62697
102429,31655
46912,27498
578,1492
45572,8689
12058,10555
65629,10555
65630,10555
46297,11128
76546,22842
17883,1599
129952,14024
20400,11045
78600,15503
76624,14337
36693,26108
36804,4380
34517,3989
4910,16358
239075,25313
24939,2438
90522,65550
42,29445
3556,11121
24,55457
1724,101887
49358,23739
101377,21241
3556,3053
126462,28356
42,12456
72343,12456
137680,55047
19266,28153
38516,18499
23684,36616
27146,13644
20556,41936
36602,13416
17108,1435
68020,11099
61824,12483
223895,184530
225898,18701
23883,2319
1049309,110351
64151,15566
20310,1970
56106,8849
13235,9675
37948,4553
65452,11109
1219158,48678
36086,202587
20907,126148
64141,16131
7017,9391
2127,176
18596,1677
66728,10740
7087,9806
84934,19614
4453,12777
24657,47959
24,5255
15557,11184
65677,11249
11091,10589
20237,9801
12995,866
35770,4251
12962,2059
309,140
70651,11836
8823,17818
29808,17818
76381,17818
1152,1966
18311,13673
209972,174787
3776,26347
5342,2288
116805,15397
607,9550
1884,163
3893,36648
3663,15788
110575,33377
110576,33377
47399,18973
2004,41253
13284,41253
58093,15787
47399,35188
3663,35189
3663,52122
3663,28333
3663,24062
66262,43670
82800,58182
145797,33740
13294,74719
252878,77448
385451,77448
83905,43752
14875,42668
51000,25952
18254,16248
27146,15613
145968,151848
49214,30719
100593,28421
10808,47657
55379,8424
49214,32558
29962,50085
9789,50034
3248,42401
13953,42401
31497,42401
74878,42401
3006,67962
107482,30996
93396,44375
115892,18889
8636,70368
29571,3016
29123,2972
29168,2972
84034,71065
98043,71065
13848,42510
8741,58129
68,29267
931194,36841
89674,57283
1153824,171432
98019,18987
143385,41348
143561,41348
8741,27511
2428,96713
8635,992
29962,3060
143385,42359
143561,42359
8630,1405
14473,964
14281,939
9603,697
9607,697
14281,104433
1496,27503
13899,905
8635,31411
122969,31411
100027,28189
29962,3061
48055,27517
8823,42538
8635,25768
94180,25768
29595,120833
793,626
9054,27899
793,5729
29962,42816
82389,13911
14643,51394
11528,48365
4109,3574
793,91
2917,31592
145968,43132
11435,877
226631,877
2891,875
95501,28268
11572,779
14674,56724
14674,39130
99460,28046
9054,31511
29755,3031
2662,43130
116186,43595
3239,43149
34170,43148
14643,50073
142865,43904
42060,43693
5030,24106
82171,47921
88648,49640
8500,46910
2428,43689
103344,22614
11528,51949
131405,43889
8500,43896
1496,28910
82491,17907
99325,27970
11528,52677
68,14615
82413,31773
2662,24807
81165,17030
90064,23389
2917,31548
10001,54569
84034,38721
14674,43874
9049,16515
10001,27973
70862,20642
14643,37650
31497,43867
32427,43867
74659,43864
82389,23101
108914,60562
34740,46688
14674,16274
83399,99318
253716,55207
10610,31868
8823,37698
10001,3084
97202,46069
31497,43806
82413,55604
21305,26635
84034,43811
10001,17801
4109,26201
11435,29884
97202,45978
99667,38914
78845,33523
33064,33112
13953,28789
2428,43799
6593,18790
19528,37036
8823,43522
19528,36612
97017,97648
2662,23336
37361,23336
9054,22387
39058,27655
21305,23051
51000,23051
9049,43306
2428,18727
99667,33049
10001,41355
83399,47352
21506,43518
11572,41391
32134,21622
1744,28436
33414,28436
3359,22638
48566,51144
19606,35006
68,21451
30249,42879
19528,43307
74878,50066
4109,18229
84034,52440
68,17136
31497,43494
19457,30348
9603,9797
11528,45219
8500,18771
2746,30177
29808,41020
19093,16090
5029,44041
93904,25502
12238,14320
19606,26701
12329,43469
40,20246
13802,82101
34740,19169
15378,43461
82389,31980
29625,27448
8500,29244
93906,83838
94218,43452
69392,29380
8500,37347
40,3766
14353,946
10092,70447
14227,20482
13980,35032
2765,44190
21506,41609
30249,33115
14643,20638
69392,29885
8635,25698
93906,25698
10601,45578
9730,4558
12300,43439
76381,61828
21506,25209
3831,15390
37362,17409
57142,43388
142297,43388
793,800
5026,32690
69392,43390
4410,41464
70862,43961
10001,43358
68,24003
70862,28431
97202,43364
47399,30801
29627,3023
8823,43348
213471,43349
2746,99898
8929,24381
14293,11402
97202,35861
11528,45213
14674,20127
13980,24518
46712,13457
90370,23620
108012,31372
14674,3111
19606,41503
89981,28696
13980,94123
13284,17640
13294,17640
40,44026
11983,803
108012,31374
16745,25893
150977,36439
134430,46007
97205,33319
37362,28100
108012,31378
18598,19742
27920,44134
20412,22334
103589,29347
70862,15697
15705,43234
3146,18776
102429,29071
543946,54541
10076,44559
40599,30637
81273,76754
8500,56156
102429,43119
24939,43137
15705,69977
2087,42661
96159,43051
11528,43101
31764,58997
76978,34528
97205,31427
18669,58902
4065,27029
10346,690
95501,46918
19528,43111
100985,52745
125690,36872
4065,43047
217729,72354
5026,31589
33883,52841
7767,18449
13980,50474
102429,79827
11118,750
76978,34530
18854,33710
43789,64568
834,17185
113799,109667
99121,31287
76978,14537
32765,16103
87521,13671
2000,11085
32012,53218
227311,65048
57641,24188
21869,28367
39743,28367
15189,21135
3776,52705
834,3010
138076,31383
101528,39222
8482,39495
51875,15263
11118,751
16745,42798
19457,4025
37876,61892
18563,25253
24939,37684
86659,15421
4065,166607
13265,37315
18392,10299
14773,24229
26959,26031
33727,3763
51677,17696
51000,7348
31310,28504
9894,151138
18669,23574
3849,17091
90694,17295
94011,13187
29662,17102
14520,23194
40199,16850
39996,24395
834,37921
33841,59802
32765,16303
7767,29715
20412,36583
20921,60555
15671,42731
13776,3482
8452,895
10346,20108
27728,2661
13776,20379
29504,29710
104764,29710
83698,104237
88571,22293
11720,789
82461,45706
67919,11047
21491,2097
21113,135
55119,33257
51373,66043
82461,17905
1650,4191
5763,10227
19665,26039
20921,42701
102429,42702
138006,41212
51677,26204
13284,5767
8482,42713
18579,27277
24530,9929
24531,9929
60680,9929
1190421,20873
5629,29778
19450,18193
88458,22176
120552,42623
10586,42634
140354,118872
3776,50789
38131,29266
16745,27983
6448,5638
104178,36446
15663,14801
32831,49397
18378,42607
8514,40430
113799,38096
28615,48831
47792,24152
55146,1846
23393,21323
21958,5928
100296,29748
588758,105627
16888,85255
9789,26525
39463,31672
18579,48408
5026,33205
89166,70327
28615,2860
1150,42589
29648,71943
45791,31304
4964,64828
13980,38222
14132,26606
95462,26606
268271,36404
233493,42528
98838,20848
15189,2998
14773,31906
32327,31767
488,839
41720,25109
39009,36194
11993,16328
19244,42500
79726,16154
56033,9394
545675,74689
58251,36850
13265,38646
102429,84285
26134,34479
18579,18287
135650,5822
55119,13041
27014,40732
30678,122677
15630,121923
20937,18250
46997,33020
1150,89417
25182,12089
80702,41471
80702,17810
64508,23148
93587,80911
34611,87417
5763,11378
11195,760
14773,27331
11770,1410
32765,38729
29648,86889
18392,31943
73256,29142
12009,56764
57639,9474
96909,27084
43304,31596
19460,59189
16513,38714
98199,31587
1150,22307
95224,62330
100979,28498
240189,21964
10491,21035
29907,25473
26157,118121
9789,32044
2690,62761
18854,30702
33821,25627
38007,24402
793,5558
18627,3043
23393,36665
58499,16246
80202,16246
99339,27977
47773,42448
229297,42449
55119,8327
13284,37627
17281,32940
9789,31656
3460,29859
59023,28994
210193,5618
109086,19174
24530,9385
24531,9385
57542,9385
57543,9385
100117,28209
19333,1835
5342,70259
13776,10711
9577,19740
1650,1829
107669,43430
6448,32042
15189,9652
11401,38099
138416,47313
4590,5725
29648,38783
4956,3870
1650,1660
270361,133008
49923,6476
35525,10640
22020,33324
4600,29856
83198,29856
28615,48205
23393,46978
66203,26842
6448,42252
82796,73100
133259,11558
4590,5651
133004,43751
5306,14336
95462,18775
14639,12535
1650,1421
18627,62847
532227,77360
1032,12637
11983,54140
15175,38985
18378,61280
10713,16378
80482,16378
19032,72412
37710,11935
99436,13481
18533,24998
11401,13514
175885,113777
16410,1362
16411,1362
164641,156235
1018959,98851
88820,29107
3849,45691
18899,11537
9789,45695
1380238,42165
37626,33701
34262,38438
3974,10654
34580,25264
133259,19827
67411,18966
4956,30636
11147,33665
9789,45169
75214,15717
78652,15717
6349,54663
6284,80310
38689,179798
212239,64353
1146734,114516
112886,47542
139056,47542
15196,86295
126951,149645
33513,23615
33341,13633
146919,14087
12840,6341
5572,27679
1788,7012
15175,20545
59649,23096
82234,15251
16395,17435
102445,78177
46230,11948
254182,15716
45572,29173
3776,32689
68738,21356
108824,42115
1776,232
97205,42116
66777,30707
37710,12633
97355,47892
67767,19258
111492,22998
488,15301
4600,15301
4610,15301
20629,15301
10491,29140
58448,28054
70008,11609
37633,9041
78523,31939
27977,63418
72427,42086
33513,13189
29471,48677
68687,30278
134733,46088
18308,19596
19744,1884
3224,19621
59023,10179
56106,47874
35479,113784
56205,108241
28615,27102
24318,47359
97710,27414
109402,33138
18899,25425
309,8221
134306,17663
56146,8868
56147,8868
52121,29903
175676,92802
38774,54407
84736,41243
10249,12615
44955,14029
63920,10372
63921,10372
84165,40929
932916,67342
18897,9056
1035,27064
103474,51878
112886,62429
139056,62429
32277,10176
4610,9080
19266,18502
6448,31600
125796,41205
23213,30069
18596,16082
20556,14670
57290,9318
1724,30653
1524,26555
84981,47340
21440,10570
4415,42021
586734,65326
8452,24657
51516,53157
126620,41480
111492,36677
11401,11471
62410,21733
81825,17421
52193,22572
88939,22572
119294,49964
141619,41076
309,4043
23858,27342
22558,2172
11770,8852
67259,30421
98199,60631
79726,96333
78157,49815
11401,18305
95066,92663
23946,8677
1203,26369
6818,11513
88149,40844
86293,49314
63943,41959
80247,16296
13493,13192
238647,13192
1170399,13192
83784,18917
67752,116345
16938,48309
21839,93457
97579,41967
10316,47795
20849,4271
8969,41949
109402,114524
109403,114524
608,16859
37626,38695
6046,2927
96801,41939
56205,85556
68774,119324
3317,26936
57594,25943
17281,71373
10367,9768
11401,11909
24318,60778
86250,27274
86290,110838
16897,10485
58040,9569
2226,22189
22558,71805
16767,7975
607,41821
146095,41821
21377,21344
16590,9399
37710,31597
119294,30017
21217,11131
12180,14571
87213,21168
15488,59058
18500,1662
20849,6444
132257,71642
12936,31923
10781,20562
12453,18311
231756,48448
17279,1483
20640,41783
8349,28553
588957,58648
83142,36337
63937,68773
58453,25330
11472,22423
37850,4539
37852,4539
37872,4539
63983,22792
1255,22828
4818,12776
67752,31696
81913,17467
1035,36351
44740,47252
59023,34376
628,15080
5306,39233
13563,6463
38689,14362
30309,5048
18254,9588
583988,41792
150207,25674
141618,53688
141619,53688
63709,21338
1078813,123778
91343,94666
35927,41804
235417,147164
58712,23438
47634,215993
92561,97044
105199,29904
63937,13995
548474,11198
592762,41678
13861,75145
24173,186809
12964,19143
4610,27381
6400,45145
608,11621
128107,47714
64508,19087
56872,40082
11472,36288
607,38143
11834,31962
51572,22590
253085,41777
20789,48150
71466,41778
1057662,41778
1057663,41778
130367,40213
119294,83761
22323,34683
1505909,47350
94085,25684
30309,5051
112674,14135
17268,18817
30038,27678
56205,83599
77947,16437
1229085,251732
35452,17811
27991,12088
64992,96712
909,48706
41040,47105
16767,30366
62043,19371
1182532,41661
132350,35610
12964,67595
3224,12664
3317,7500
127716,20339
18899,11143
42002,5187
61824,13519
6011,32764
931778,26877
174678,59051
83996,18998
2873,18392
56477,8983
1017996,41578
18355,17796
568711,17796
18844,63097
64901,17809
168330,271304
56342,18837
76408,18837
12920,11067
58712,10486
16767,58416
31621,35977
65314,19223
22159,54804
35452,18674
64796,152426
163198,57221
96855,26830
114678,51038
61950,30718
555254,37797
87213,37062
548474,18665
73121,12613
85919,21846
78021,16233
34517,13063
28615,37563
92561,63054
57607,41343
118355,41343
28399,27318
76367,16003
16767,8214
31024,30330
213379,29927
34262,48709
10948,37431
28283,100167
21183,2061
29078,11210
1174031,11210
213449,148478
78021,27994
78023,27994
16435,2460
71950,12254
1596334,55902
51966,74097
53334,16992
85,9956
116018,36702
36146,134458
42617,26124
56956,9092
51918,18415
21981,17629
941820,116008
992965,116008
49361,37517
20023,37673
63937,26103
102445,44641
55916,8765
57865,9845
107395,26644
58614,36221
61824,26215
19069,64559
126303,28123
112588,35638
58829,9732
933875,86913
43222,30983
43513,5470
64190,10213
75510,19846
81020,50008
11641,12095
10847,1283
81964,35016
113594,35016
4090,95136
72620,44625
17282,36282
21136,14533
18185,9812
127429,41992
936169,88421
18897,8697
70109,8697
42,22140
72913,22140
18308,7096
67752,21039
1060257,19850
63943,17263
4918,344
35267,15805
24318,14439
1484637,41227
57030,13428
108344,27260
155598,27260
30870,11508
92657,67899
135534,36105
17277,47186
239551,50173
18209,46817
64992,45935
71174,47060
113337,84002
21737,9943
15868,23356
16767,55257
25467,2487
93561,38821
55116,10429
21183,17985
78747,21210
1082623,54860
4586,9597
939275,21644
72445,12485
151084,62825
34928,17074
77921,18491
77923,18491
148011,175739
1260700,175739
75286,13777
75296,13777
75297,13777
35736,11854
88448,87489
125037,33491
65026,12619
55117,39927
90657,24272
1048448,29587
5125,3716
25735,11944
87429,21348
78107,15319
27226,9011
21647,2332
77465,54003
7588,20882
64163,10205
20024,40476
129119,18394
22767,31774
114678,35735
151083,38203
84554,19362
11873,5458
83524,31161
95901,65296
1148665,32067
146977,32306
24318,66668
26882,72490
98464,10482
1132116,107942
8256,28031
59670,28031
63713,28031
107274,54491
1700852,54491
2380,110147
79925,110147
147702,15653
119294,43423
4387,12480
112674,13439
12453,844
14999,29512
131331,97206
56210,101338
116018,23985
25236,2463
80957,16874
931778,274669
185995,32166
104926,204839
38527,38987
54525,9439
146428,52666
107563,71138
107563,39872
132812,53048
89465,22616
87322,20160
17784,28943
34920,16234
93903,82550
71056,11599
69991,33253
17282,11075
72156,16171
15663,33355
109402,49671
109403,49671
42804,15917
36185,10706
58614,36246
69237,17208
69238,17208
55116,26245
1039158,62529
6361,467
122348,25988
206549,73952
148097,19738
9200,16435
54590,26014
25236,45418
58052,45418
15868,15024
69290,11366
1148,89823
3395,10751
55299,38294
130938,18836
35736,10757
213449,55256
85637,23160
107858,23160
4275,2899
87055,44756
937124,44756
1048458,18088
18250,31010
7904,20536
33036,3577
50757,27259
239073,19448
58868,14923
144014,32248
225499,47115
10099,2440
27991,10836
67750,10955
13861,12900
96855,37998
57022,10978
213613,81540
102560,40096
70703,11847
24485,52999
95972,41714
54525,11056
91659,27967
16136,919
2034,57558
15872,13437
223275,55852
10230,211
56401,10046
144014,27245
49361,6382
46366,36243
42081,45538
141197,48843
108022,22242
176484,50467
4575,16077
22463,2191
64992,11553
1170415,29832
66800,10726
53218,57100
982586,44793
113736,35110
57199,9298
261347,89591
17282,13899
3115,437
91046,38901
82461,37712
573606,37266
2065,14809
1004922,14809
26882,27324
111083,33625
52968,35583
81078,35848
13496,4592
97646,71099
40506,9025
19837,2111
78916,14752
63429,11178
58080,10943
1128,125842
22323,100973
87780,21707
5877,10981
42274,10918
83524,30839
38549,4612
17282,36222
46802,33068
71280,13984
17282,16184
6295,53244
77723,14868
305273,36353
130987,97754
130988,97754
59848,11427
69400,11427
33405,18072
10099,4689
80047,16209
57617,45379
82829,18248
54974,8441
67075,12720
92410,21041
44070,5552
55117,8325
37710,10077
69416,11430
35927,31076
8843,28730
1007551,40432
96657,26955
116018,23986
23116,4326
79437,16132
33315,36730
88862,55496
82829,30806
93561,20164
20646,38970
13861,32526
61357,26491
11275,15271
145623,45572
112340,22076
81104,16973
183,55931
28249,55931
56338,55931
56339,55931
56340,55931
56341,55931
56342,55931
22461,12703
20310,32250
20310,44203
109891,46814
57125,9282
45996,5844
583343,61485
26479,10891
93560,25334
66039,12540
16919,60672
5696,24241
69867,11556
62872,49007
29605,11197
63709,14245
96902,27079
31073,3177
31074,3177
26767,19277
11887,11774
67259,10855
101432,16765
1012,4972
151084,54764
1072046,120360
148348,20162
2419,2841
69991,11606
47059,189332
5125,363
12180,12140
35735,4254
78173,15370
19665,16635
2380,23520
16973,1418
80577,15990
71049,11492
72496,12496
81220,17457
38527,22618
72197,29987
51034,10361
30149,36763
126939,41070
107630,14527
67259,12542
109070,32276
969801,100594
969806,100594
76936,14455
2,25757
81355,24092
4575,20357
37626,21200
121873,40876
81749,95536
20310,11838
10099,670
93903,25500
227732,85873
72952,12583
106549,21513
73088,12608
1321054,14190
584335,49681
17282,9694
73663,12802
99203,22537
40307,9667
2034,13373
97579,37209
7727,10304
102561,40823
20310,9666
1285005,13371
67925,11049
57214,9316
65994,11647
66718,11647
19840,1913
92554,45693
3388,2539
77965,15177
231537,14770
255283,14770
43993,5528
63477,10105
49555,38398
15459,1114
15460,1114
15461,1114
2226,179
640,83
54526,12653
25236,32233
58052,32233
190339,55177
65994,14310
66718,14310
82418,24860
4610,26766
63943,24747
957,4836
102445,18711
68519,11190
16294,37918
12028,11866
72034,12281
26875,10320
120871,16427
107414,30973
71203,12086
69359,11420
225952,57337
78268,81792
31652,3396
31653,3396
31654,3396
15488,1404
137442,62276
6284,464
125091,40974
933761,59196
946122,59196
5281,20912
45996,5889
15574,1126
41530,10296
64883,11658
15663,20544
69237,11401
69238,11401
106491,19423
6198,31781
19236,9483
53384,1392
53385,1392
19416,1843
91343,33102
4319,291
589479,88138
113370,28105
113371,28105
43439,5460
56381,51363
141197,16843
39861,4896
55420,8357
55421,8357
21905,24674
31033,24674
564,3509
70212,11662
63429,10103
110203,33150
110211,33150
51521,13372
223418,36678
1184450,36678
96200,21754
80172,23319
9046,41171
42712,23592
1029145,47614
40,986
190,70
2087,31713
14773,32041
9789,55309
13980,38724
17282,12487
71174,56616
2589,205
60981,150523
4387,46761
94218,43872
14674,5183
25826,28055
55499,12597
510,118
1004120,113213
31439,62143
1188,1280
21305,88288
5655,421
1032,2567
5572,9833
1979,6478
58573,9692
3289,1901
6737,693
12624,842
60860,9953
28898,11162
71174,54291
71174,57564
30146,15401
78845,14604
131186,26275
54644,15045
128107,42420
19509,1853
61357,11804
74062,19803
24173,11354
93019,41613
83455,61049
1442,41384
65608,41384
14520,14677
51000,61988
177437,93462
77104,46021
47773,40881
8403,147747
6835,47876
99667,43150
21278,66600
16919,64334
40,75976
87459,75976
96159,75976
253065,75976
366325,75976
32765,69234
18738,43442
92994,25033
92443,21259
146150,33766
33341,220690
2917,22301
13348,22301
34740,22301
5632,21030
14773,79008
22151,120328
23799,95466
69719,26426
30561,18627
19450,39472
31074,34326
66091,10630
18320,18927
97646,42257
58251,59143
46617,74122
105153,58097
11013,25350
11435,16442
38507,7229
69593,12576
545021,42223
228086,20719
16384,16220
32375,23832
65865,54794
29627,33475
29627,33472
30099,33477
2042,10609
21415,2091
70100,11633
793,35031
55006,12127
55006,11626
52049,13563
63943,36430
12523,9947
50582,6439
52038,7214
21305,43504
64061,24749
14520,17657
109356,32546
82800,42390
95528,26488
65278,61477
224,27429
13861,19610
24757,27549
95293,43892
15127,8422
28385,11373
14855,989
30008,43779
40260,49696
30249,34778
33166,25970
4109,100894
81165,100894
2662,44463
557134,39504
77465,14883
21684,11423
50583,10694
12238,16410
134136,26581
5192,342
7832,613
3722,273
58324,8978
13581,11637
23799,12142
15337,11096
2710,22559
93214,22559
56435,8968
51600,6961
65865,31165
25645,2517
66571,11413
92905,24962
18854,17978
126462,42729
142857,56655
3632,22383
10790,43801
107395,30923
205639,41851
1042113,58918
10051,11343
2725,661
2725,10310
14643,36851
93975,147882
96748,27007
1449347,27007
103393,29259
6818,53200
6818,55624
22636,2436
59023,20196
121760,61144
39298,6317
103393,68822
103393,27430
149091,43141
4001,135473
1788,41968
91518,34090
71056,34561
663866,45174
40199,16638
11676,118075
69167,42011
53357,7454
10930,70498
8636,63617
89796,23132
550886,68348
26134,37198
608,4935
185,8953
65934,10951
26760,42845
1174060,193704
1197567,41569
17167,8488
73161,13682
16957,12228
16958,12228
112078,32588
6220,57825
10943,561
64191,10214
39819,17880
54607,8340
49605,6414
64998,27202
834,1942
233331,61574
22151,21433
19800,52778
14227,19119
87322,18279
53339,10636
34740,123452
23430,3040
307791,18538
213549,125953
1081891,125953
126620,41475
94218,44875
108987,43128
2891,42641
90139,39179
18356,13498
8636,29993
57607,9470
107668,36867
581423,30698
35452,12721
97000,27042
115309,37232
213337,19765
45989,125109
41795,37527
93904,43492
18378,29578
10586,2926
10586,54302
3776,4710
834,26243
65852,10568
1007551,52943
10146,25103
41671,5204
229931,89065
4387,4974
1222235,30331
1650,258
4410,8016
72891,37601
34580,4235
29595,31532
11037,34614
38576,51177
77441,16186
5140,10012
135678,65967
1116801,281189
